TUCASEID,YEAR,CASEID,SERIAL,REGION,STATEFIP,FAMINCOME,HOUSETYPE,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,CITIZEN,GENHEALTH,HEIGHT,WEIGHT,BMI,EDUC,EDUCYRS,EMPSTAT,MULTJOBS,DIFFEYE,DIFFHEAR,DIFFMOB,DIFFPHYS,DIFFREM,Caring,CaringNonHouseHold,ConsumerPuchases,EatingDrinking,Education,GovernmentServicesCivicDuties,HouseActivities,HouseholdServices,Personal_Care,ProfessionalPersonalCareServices,ReligionSpiritualActivities,SocializingAndLesiure,SportsExercisRecreation,Telephone,Traveling,Volunteering,Working
,2022,20220101221407,68,South,Texas,"$60,000 to $74,999","House, apartment, flat",1,1,27579537,45,Male,White only,Married - spouse present,"Native, born in United States",Fair,71,238,33.2,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,10,0,0,0,0,370,0,0,220,0,0,80,0,760
,2022,20220101221437,69,West,California,"$20,000 to $24,999","House, apartment, flat",1,1,1826050,70,Male,White only,Widowed,"Foreign born, U.S. citizen by naturalization",Good,56,172,38.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,285,0,0,135,0,481,0,0,165,0,0,74,0,240
,2022,20220101221443,70,South,South Carolina,"$10,000 to $12,499","House, apartment, flat",1,1,1637665,72,Female,Black only,Widowed,"Native, born in United States",Good,60,190,37.1,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,120,0,870,0,0,390,0,0,0,0,0
,2022,20220101221461,71,West,New Mexico,"$12,500 to $14,999","House, apartment, flat",1,1,1710085,47,Female,White only,Divorced,"Native, born in United States",Very good,63,138,24.4,Some college but no degree,College--four years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,100,300,0,110,0,780,0,0,90,60,0,0,0,0
,2022,20220101221469,72,South,North Carolina,"$7,500 to $9,999","House, apartment, flat",1,1,16096808,62,Male,White only,Never married,"Native, born in United States",Good,67,168,26.3,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,210,0,0,666,0,400,0,0,160,0,0,0,0,0
,2022,20220101221492,73,West,Arizona,"$50,000 to $59,999","House, apartment, flat",1,1,4008431,73,Female,White only,Married - spouse present,"Native, born in United States",Good,65,230,38.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,0,0,600,0,0,720,0,0,0,0,0
,2022,20220101221508,74,Northeast,Pennsylvania,"$40,000 to $49,999","House, apartment, flat",1,1,5795785,77,Female,White only,Divorced,"Native, born in United States",Fair,65,200,33.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,180,0,0,80,0,790,0,0,240,0,0,60,0,0
,2022,20220101221524,75,West,Utah,"$20,000 to $24,999",Mobile home or trailer with no permanent room added,1,1,5500369,35,Male,White only,Never married,"Native, born in United States",Good,71,310,43.2,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,Has difficulty remembering,0,0,0,24,0,0,36,0,856,0,127,270,0,0,16,0,0
,2022,20220101221529,76,Midwest,Iowa,"$40,000 to $49,999","House, apartment, flat",1,1,5290613,80,Female,White only,Married - spouse present,"Native, born in United States",NIU (Not in universe),NIU (Not in universe),9999,999,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,65,0,0,75,0,585,20,0,590,0,70,35,0,0
,2022,20220101221534,77,Northeast,Pennsylvania,"$75,000 to $99,999","House, apartment, flat",1,1,2598455,40,Female,White only,Divorced,"Native, born in United States",Good,67,160,25.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,45,30,0,0,30,0,465,0,0,690,0,0,180,0,0
,2022,20220101221546,78,South,Tennessee,"$60,000 to $74,999","House, apartment, flat",1,1,5593690,36,Female,White only,Never married,"Native, born in United States",Good,72,300,40.7,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,70,0,0,130,0,760,0,0,360,0,0,0,0,0
,2022,20220101221581,79,West,Washington,"$60,000 to $74,999","House, apartment, flat",1,1,6118153,26,Male,White only,Never married,"Native, born in United States",Very good,71,170,23.7,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,5,245,0,0,20,0,450,0,0,405,180,0,135,0,0
,2022,20220101221589,80,Northeast,New Jersey,"$30,000 to $34,999","House, apartment, flat",1,1,11937679,61,Female,White only,Separated,"Foreign born, U.S. citizen by naturalization",Excellent,70,175,25.1,Some college but no degree,College--two years,Employed - at work,No,Has vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,0,0,60,0,360,0,0,525,0,0,0,0,495
,2022,20220101221591,81,Northeast,Pennsylvania,"$100,000 to $149,999","House, apartment, flat",1,1,4285962,66,Female,White only,Married - spouse present,"Native, born in United States",Excellent,62,130,23.8,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,35,0,0,30,0,555,0,0,820,0,0,0,0,0
,2022,20220101221593,82,South,South Carolina,"$150,000 and over","House, apartment, flat",1,1,3755208,85,Female,White only,Married - spouse present,"Native, born in United States",Excellent,66,132,21.3,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,165,0,625,0,0,455,51,0,24,0,0
,2022,20220101221604,83,South,Tennessee,"$40,000 to $49,999","House, apartment, flat",1,1,8255836,57,Female,White only,Married - spouse present,"Native, born in United States",Good,64,185,31.8,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,25,55,0,0,580,30,490,0,0,90,0,60,100,0,10
,2022,20220101221609,84,South,Florida,"$60,000 to $74,999","House, apartment, flat",1,1,7677260,62,Female,White only,Married - spouse present,"Native, born in United States",Good,61,111,21,Some college but no degree,College--one year,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,60,0,0,420,0,430,0,0,300,30,0,20,0,120
,2022,20220101221618,85,South,Texas,"$150,000 and over","House, apartment, flat",1,1,21765211,64,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Fair,69,165,24.4,Associate degree - occupational vocational,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,150,0,0,500,0,630,0,0,160,0,0,0,0,0
,2022,20220101221622,86,Northeast,New Jersey,"$150,000 and over","House, apartment, flat",1,1,7812034,58,Female,White only,Divorced,"Native, born in United States",Good,64,195,33.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,50,0,0,95,0,560,75,0,255,0,0,15,0,390
,2022,20220101221630,87,Midwest,Michigan,"$75,000 to $99,999","House, apartment, flat",1,1,3267126,60,Female,White only,Separated,"Native, born in United States",Good,62,173,31.6,Associate degree - academic program,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,15,0,0,515,0,620,0,0,120,30,0,140,0,0
,2022,20220101221649,88,South,Texas,"$100,000 to $149,999","House, apartment, flat",1,1,9367514,67,Male,White only,Never married,"Native, born in United States",Very good,68,172,26.1,Some college but no degree,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,85,0,0,85,0,607,0,0,150,30,0,98,0,385
,2022,20220101221687,89,Midwest,Michigan,"$60,000 to $74,999","House, apartment, flat",1,1,9285026,25,Male,Asian only,Never married,"Foreign born, not a U.S. citizen",Excellent,68,143,21.7,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,80,0,0,165,0,545,0,0,140,0,0,30,0,480
,2022,20220101221704,90,West,Washington,"$25,000 to $29,999","House, apartment, flat",1,1,17890956,68,Male,White only,Never married,"Native, born in United States",Good,73,230,30.3,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,40,20,0,0,0,0,405,0,0,380,120,0,115,120,240
,2022,20220101221706,91,South,Tennessee,"$50,000 to $59,999","House, apartment, flat",1,1,3261770,78,Male,White only,Married - spouse present,"Native, born in United States",Very good,71,165,23,Associate degree - academic program,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,30,0,0,60,0,660,0,0,570,0,0,0,0,0
,2022,20220101221723,92,Northeast,New York,"$12,500 to $14,999","House, apartment, flat",1,1,5095143,60,Male,White only,Divorced,"Native, born in United States",Poor,69,190,28.1,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,80,15,0,0,210,0,1095,0,0,0,0,0,40,0,0
,2022,20220101221726,93,West,California,"$150,000 and over","House, apartment, flat",1,1,5403712,37,Female,White only,Married - spouse present,"Native, born in United States",Good,65,98,16.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,240,0,0,120,0,0,150,0,570,0,0,330,0,30,0,0,0
,2022,20220101221754,94,Northeast,Pennsylvania,"$15,000 to $19,999","House, apartment, flat",1,1,4541770,50,Female,White only,Married - spouse absent,"Native, born in United States",Good,64,148,25.4,Associate degree - academic program,College--two years,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,30,0,0,0,0,0,660,0,570,0,0,180,0,0,0,0,0
,2022,20220101221765,95,West,Arizona,"$150,000 and over","House, apartment, flat",1,1,14291593,48,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Good,64,143,24.5,7th or 8th grade,Seventh through eighth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,540,0,600,0,0,60,0,0,0,0,0
,2022,20220101221770,96,Midwest,Wisconsin,"$60,000 to $74,999","House, apartment, flat",1,1,5539794,63,Female,White only,Married - spouse present,"Native, born in United States",Very good,67,150,23.5,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,155,0,0,0,194,0,610,0,0,311,0,0,30,0,0
,2022,20220101221795,97,South,Alabama,"$50,000 to $59,999","House, apartment, flat",1,1,7540741,23,Female,White only,Never married,"Native, born in United States",Fair,64,140,24,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,113,0,800,0,0,507,0,0,0,0,0
,2022,20220101221816,98,Northeast,Pennsylvania,"$75,000 to $99,999","House, apartment, flat",1,1,17344776,50,Male,White only,Married - spouse present,"Native, born in United States",Good,67,200,31.3,7th or 8th grade,Seventh through eighth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,0,0,510,0,0,60,0,0,0,0,750
,2022,20220101221824,99,West,Idaho,"$60,000 to $74,999","House, apartment, flat",1,1,4089215,36,Female,White only,Married - spouse present,"Native, born in United States",Good,NIU (Not in universe),9999,998,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,60,0,0,90,0,0,195,0,615,0,0,480,0,0,0,0,0
,2022,20220101221839,100,Midwest,Indiana,"$75,000 to $99,999","House, apartment, flat",1,1,9750784,50,Male,White only,Married - spouse present,"Native, born in United States",Very good,72,330,44.8,High school graduate - diploma,Twelfth grade,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,40,0,0,330,0,722,0,0,348,0,0,0,0,0
,2022,20220101221846,101,Midwest,Ohio,"$50,000 to $59,999","House, apartment, flat",1,1,7695961,38,Male,Black only,Never married,"Native, born in United States",Good,71,175,24.4,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,0,0,0,0,0,600,0,0,660,0,0,150,0,0
,2022,20220101221880,102,South,Kentucky,"$50,000 to $59,999","House, apartment, flat",1,1,2525904,85,Female,Black only,Divorced,"Native, born in United States",Good,60,110,21.5,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,80,0,0,315,0,645,0,0,340,0,60,0,0,0
,2022,20220101221908,103,Northeast,Maine,"$75,000 to $99,999","House, apartment, flat",1,1,6731537,32,Male,White only,Married - spouse present,"Native, born in United States",Very good,74,175,22.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,370,0,0,60,0,0,180,0,630,0,0,200,0,0,0,0,0
,2022,20220101221913,104,Midwest,Iowa,"$35,000 to $39,999","House, apartment, flat",1,1,7828580,29,Male,White only,Never married,"Native, born in United States",Good,74,230,29.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,8,0,394,0,5,35,0,0,22,0,931
