country,year,region,startdate,startfrac,enddate,endfrac,protesterviolence,location,participants,participantsizeindicator,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7
Haiti,1996,North America,9/30/1996,1996.75,9/30/1996,1996.75,0,Port au Prince,100s,1,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,1997,North America,1/16/1997,1997.04,1/16/1997,1997.04,1,national,100s-1000s,3,grass roots groups,"price increases, tax policy",,,,ignore,,,,,,
Haiti,1997,North America,2/23/1997,1997.15,2/23/1997,1997.15,1,St. Marc,50,0,unspecified,police brutality,,,,ignore,,,,,,
Haiti,1997,North America,5/16/1997,1997.37,5/17/1997,1997.37,1,Port au Prince,100s,1,students,"political behavior, process",,,,shootings,,,,,,
Haiti,1997,North America,9/10/1997,1997.69,9/11/1997,1997.69,0,Montrouis,100s,1,families of victims,"political behavior, process",,,,ignore,,,,,,
Haiti,1998,North America,2/5/1998,1998.1,2/5/1998,1998.1,1,Mirebalais,300,1,grass roots group called put order into the disorder,police brutality,,,,arrests,beatings,,,,,
Haiti,1998,North America,8/6/1998,1998.59,8/6/1998,1998.59,1,Cabaret,50,0,unspecified,police brutality,,,,ignore,,,,,,
Haiti,1998,North America,10/19/1998,1998.8,10/19/1998,1998.8,1,Port de Paix,400,1,students and teachers,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Haiti,1999,North America,1/11/1999,1999.03,1/11/1999,1999.03,1,Port au Prince,100s,1,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,1999,North America,3/1/1999,1999.16,3/2/1999,1999.16,1,Port au Prince,100s,1,students,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,1999,North America,4/21/1999,1999.34,5/6/1999,1999.34,1,Port au Prince,100s,1,unspecified,police brutality,,,,crowd dispersal,shootings,,,,,
Haiti,1999,North America,5/25/1999,1999.39,5/25/1999,1999.39,0,Estere,500,1,local residents,police brutality,,,,ignore,,,,,,
Haiti,1999,North America,6/12/1999,1999.44,6/12/1999,1999.44,1,Port au Prince,100s,1,unspecified,police brutality,,,,crowd dispersal,shootings,,,,,
Haiti,1999,North America,8/5/1999,1999.59,8/6/1999,1999.59,1,Port au Prince,100s,1,aristide supporters,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2000,North America,2/4/2000,2000.09,2/4/2000,2000.09,1,Port au Prince,50,0,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2000,North America,3/27/2000,2000.23,3/27/2000,2000.23,1,Port au Prince,100s,1,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2000,North America,4/8/2000,2000.27,4/8/2000,2000.27,1,Port au Prince,100,1,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,2000,North America,6/17/2000,2000.46,6/19/2000,2000.46,1,Port au Prince,100s,1,aristide supporters,"political behavior, process",,,,accomodation,,,,,,
Haiti,2001,North America,2/1/2001,2001.08,2/1/2001,2001.08,0,Port au Prince,1000,2,convergence political opposition group,"political behavior, process",,,,ignore,,,,,,
Haiti,2002,North America,8/6/2002,2002.6,8/8/2002,2002.6,1,Gonaives,1000s,3,anti aristide demonstrators,removal of politician,,,,crowd dispersal,,,,,,
Haiti,2002,North America,11/17/2002,2002.88,11/17/2002,2002.88,0,Cap Haitien,8000,4,opposition politicians and former army officers,removal of politician,,,,ignore,,,,,,
Haiti,2002,North America,11/27/2002,2002.9,11/27/2002,2002.9,0,Cap Haitien,1000s,3,students,removal of politician,,,,ignore,,,,,,
Haiti,2002,North America,12/4/2002,2002.92,12/4/2002,2002.92,1,national,1000s,3,convergence democratique opposition political movement,removal of politician,"political behavior, process",,,crowd dispersal,,,,,,
Haiti,2003,North America,9/23/2003,2003.78,10/14/2003,2003.78,1,Gonaives and St. Marc,100s-1000,1,opposition politicians,removal of politician,,,,crowd dispersal,shootings,,,,,
Haiti,2003,North America,12/11/2003,2003.96,12/16/2003,2003.96,0,Port au Prince,300-1000s,3,students,removal of politician,,,,crowd dispersal,shootings,arrests,,,,
Haiti,2004,North America,1/7/2004,2004.02,1/7/2004,2004.02,1,Port au Prince,1000s,3,anti aristide demonstrators,removal of politician,,,,ignore,,,,,,
Haiti,2004,North America,1/18/2004,2004.05,1/18/2004,2004.05,0,Port au Prince,4000,3,anti aristide demonstrators,removal of politician,,,,ignore,,,,,,
Haiti,2004,North America,1/27/2004,2004.07,1/27/2004,2004.07,0,Port au Prince,15000,5,anti aristide demonstrators,removal of politician,,,,ignore,,,,,,
Haiti,2004,North America,2/1/2004,2004.08,2/1/2004,2004.08,0,Port au Prince,10000s,4,anti aristide demonstrators,removal of politician,,,,accomodation,,,,,,
Haiti,2004,North America,3/7/2004,2004.18,3/7/2004,2004.18,0,Port au Prince,1000s,3,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2004,North America,3/8/2004,2004.18,3/8/2004,2004.18,0,Port au Prince,100s,1,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,2004,North America,5/19/2004,2004.38,5/19/2004,2004.38,0,Port au Prince,10000,4,aristide supporters,"political behavior, process",,,,crowd dispersal,shootings,,,,,
Haiti,2004,North America,9/30/2004,2004.75,9/30/2004,2004.75,1,Port au Prince,1000s,3,aristide supporters,"political behavior, process",,,,shootings,,,,,,
Haiti,2005,North America,2/28/2005,2005.16,2/28/2005,2005.16,0,Port au Prince,2000,3,aristide supporters,"political behavior, process",,,,shootings,killings,,,,,
Haiti,2005,North America,3/4/2005,2005.17,3/4/2005,2005.17,0,Port au Prince,1000s,3,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,2006,North America,1/12/2006,2006.03,1/12/2006,2006.03,0,Port au Prince,100s,1,unspecified,police brutality,,,,ignore,,,,,,
Haiti,2006,North America,2/13/2006,2006.12,2/14/2006,2006.12,1,national,10000s,4,preval supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,2006,North America,7/15/2006,2006.53,7/15/2006,2006.53,0,Port au Prince,1000s,3,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,2006,North America,9/1/2006,2006.67,9/1/2006,2006.67,0,Port au Prince,150,1,rape victims,"political behavior, process",,,,ignore,,,,,,
Haiti,2007,North America,3/30/2007,2007.24,3/30/2007,2007.24,0,Port au Prince,2000,3,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2008,North America,4/3/2008,2008.25,4/3/2008,2008.25,1,Les Cayes,50,0,unspecified,"price increases, tax policy",,,,ignore,,,,,,
Haiti,2008,North America,4/8/2008,2008.27,4/9/2008,2008.27,1,Port au Prince,10000s,4,unspecified,"price increases, tax policy",,,,accomodation,,,,,,
Haiti,2008,North America,8/25/2008,2008.65,8/25/2008,2008.65,0,Les Cayes,100s,1,unspecified,"price increases, tax policy",,,,crowd dispersal,,,,,,
Haiti,2010,North America,11/15/2010,2010.87,11/15/2010,2010.87,1,Cap Haitien,100s,1,unspecified,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2010,North America,11/18/2010,2010.88,11/18/2010,2010.88,1,Port au Prince,1000s,3,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2010,North America,11/28/2010,2010.91,11/29/2010,2010.91,0,national,100s,1,opposition candidates,"political behavior, process",,,,ignore,,,,,,
Haiti,2010,North America,12/7/2010,2010.94,12/9/2010,2010.94,1,Port au Prince,1000s,3,supporters of opposition candidates,"political behavior, process",,,,ignore,,,,,,
Haiti,2011,North America,2/7/2011,2011.1,2/7/2011,2011.1,0,Port au Prince,200,1,unspecified,removal of politician,,,,shootings,,,,,,
Haiti,2011,North America,9/15/2011,2011.7,9/15/2011,2011.7,0,Port au Prince,300,1,unspecified,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2012,North America,3/1/2012,2012.16,3/1/2012,2012.16,0,Port au Prince,1000s,3,aristide supporters,"political behavior, process",,,,ignore,,,,,,
Haiti,2012,North America,5/19/2012,2012.38,5/20/2012,2012.38,0,Port au Prince,100s,1,former and would be soldiers,"political behavior, process",,,,arrests,,,,,,
Haiti,2012,North America,6/26/2012,2012.48,6/26/2012,2012.48,0,Port au Prince,1000,2,unspecified,land farm issue,,,,ignore,,,,,,
Haiti,2013,North America,7/19/2013,2013.55,7/19/2013,2013.55,0,Port au Prince,1000,2,haitian coalition of religious and moral organizations,"political behavior, process",,,,ignore,,,,,,
Haiti,2013,North America,9/30/2013,2013.75,9/30/2013,2013.75,0,Port au Prince,1000s,3,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2013,North America,10/17/2013,2013.79,10/17/2013,2013.79,0,Port au Prince,1000s,3,aristide supporters and opposition lawmakers,"price increases, tax policy",,,,shootings,crowd dispersal,,,,,
Haiti,2013,North America,11/4/2013,2013.84,11/4/2013,2013.84,1,Port au Prince,100,1,university students,"political behavior, process",,,,ignore,,,,,,
Haiti,2013,North America,11/7/2013,2013.85,11/7/2013,2013.85,1,Port au Prince,1000s,3,unspecified,"price increases, tax policy","political behavior, process",,,crowd dispersal,,,,,,
Haiti,2013,North America,11/18/2013,2013.88,11/18/2013,2013.88,0,Port au Prince,1000s,3,unspecified,"political behavior, process",,,,ignore,,,,,,
Haiti,2013,North America,11/29/2013,2013.91,11/29/2013,2013.91,0,Port au Prince,600,1,opposition leader maryse narcisse,"political behavior, process","price increases, tax policy",,,ignore,,,,,,
Haiti,2014,North America,2/4/2014,2014.09,2/4/2014,2014.09,1,Port Au Prince,100s,1,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2014,North America,2/27/2014,2014.16,2/27/2014,2014.16,0,Port Au Prince,2000,3,supporters of former president jean bertrand aristide,"political behavior, process",,,,ignore,,,,,,
Haiti,2014,North America,3/29/2014,2014.24,3/29/2014,2014.24,0,Port Au Prince,1000s,3,protesters,removal of politician,,,,ignore,,,,,,
Haiti,2014,North America,5/14/2014,2014.36,5/14/2014,2014.36,1,Port Au Prince,1500+,2,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2014,North America,10/26/2014,2014.82,10/26/2014,2014.82,0,Port Au Prince,1000s,3,protesters,"political behavior, process",,,,ignore,,,,,,
Haiti,2014,North America,12/5/2014,2014.93,12/5/2014,2014.93,1,Port Au Prince,1000s,3,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2014,North America,12/6/2014,2014.93,12/6/2014,2014.93,1,Port Au Prince,1000s,3,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2014,North America,12/12/2014,2014.95,12/12/2014,2014.95,0,Port Au Prince,50+,1,protesters,removal of politician,,,,ignore,,,,,,
Haiti,2014,North America,12/13/2014,2014.95,12/13/2014,2014.95,1,Port Au Prince,1000s,3,protesters,removal of politician,,,,ignore,,,,,,
Haiti,2015,North America,1/10/2015,2015.02,1/10/2015,2015.02,1,Port Au Prince,1500,2,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2015,North America,1/15/2015,2015.04,1/15/2015,2015.04,0,Port Au Prince,4000,3,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2015,North America,2/7/2015,2015.1,2/7/2015,2015.1,1,Port Au Prince,1000s,3,protesters,removal of politician,"price increases, tax policy","political behavior, process",,crowd dispersal,,,,,,
Haiti,2015,North America,11/20/2015,2015.88,11/20/2015,2015.88,1,Port Au Prince,1000s,3,protesters,"political behavior, process",,,,crowd dispersal,,,,,,
Haiti,2015,North America,12/19/2015,2015.96,12/19/2015,2015.96,1,National,50+,0,protesters,"political behavior, process",,,,ignore,,,,,,
Haiti,2016,North America,1/18/2016,2016.1,2/5/2016,2016.1,1,Port au Prince; national,about 2000,3,protesters,removal of politician,,,,crowd dispersal,arrests,,,,,
Haiti,2016,North America,4/1/2016,2016.25,4/1/2016,2016.25,0,Port au Prince,hundreds,1,women; disabled,"political behavior, process",social restrictions,,,ignore,,,,,,
Haiti,2016,North America,6/9/2016,2016.44,6/9/2016,2016.44,0,Cabaret,hundreds,1,women; disabled,"political behavior, process",social restrictions,,,ignore,,,,,,
Haiti,2017,North America,5/19/2017,2017.38,5/19/2017,2017.38,0,Port au Prince,thousands,4,workers,labor wage dispute,,,,ignore,,,,,,
Haiti,2017,North America,5/29/2017,2017.41,5/29/2017,2017.41,0,Port au Prince,500,1,workers,labor wage dispute,,,,ignore,,,,,,
Haiti,2018,North America,3/28/2018,2018.24,3/28/2018,2018.24,0,Port au Prince,hundreds,1,journalists,police brutality,,,,ignore,,,,,,
Haiti,2018,North America,7/6/2018,2018.51,7/7/2018,2018.51,1,Port au Prince,several hundred,1,protesters,"price increases, tax policy",,,,crowd dispersal,accomodation,,,,,
Haiti,2018,North America,10/17/2018,2018.79,10/17/2018,2018.79,1,Port au Prince,tens of thousands,5,protesters,"political behavior, process",,,,crowd dispersal,accomodation,,,,,
Haiti,2018,North America,11/18/2018,2018.88,11/18/2018,2018.88,1,Port au Prince,thousands,4,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2018,North America,11/23/2018,2018.89,11/23/2018,2018.89,1,Port au Prince,thousands,4,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2019,North America,2/7/2019,2019.11,2/9/2019,2019.11,1,Port au Prince,thousands,4,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2019,North America,2/10/2019,2019.11,2/10/2019,2019.11,1,Port au Prince,hundreds,1,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2019,North America,2/11/2019,2019.11,2/11/2019,2019.11,1,Port au Prince,hundreds,1,protesters,"political behavior, process",removal of politician,,,crowd dispersal,arrests,,,,,
Haiti,2019,North America,2/12/2019,2019.12,2/12/2019,2019.12,1,Port au Prince,thousands,4,protesters,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,
Haiti,2019,North America,6/13/2019,2019.45,6/13/2019,2019.45,1,Port au Prince,thousands,4,protesters,removal of politician,,,,crowd dispersal,,,,,,
Haiti,2019,North America,9/25/2019,2019.73,9/26/2019,2019.73,1,Port au Prince; national,thousands,4,protesters,removal of politician,,,,ignore,,,,,,
Haiti,2019,North America,9/30/2019,2019.75,9/30/2019,2019.75,1,Port au Prince,thousands,4,protesters,removal of politician,,,,crowd dispersal,shootings,,,,,
Haiti,2019,North America,10/4/2019,2019.76,10/4/2019,2019.76,1,Port au Prince,thousands,4,protesters,removal of politician,,,,crowd dispersal,shootings,,,,,
Haiti,2019,North America,10/11/2019,2019.78,10/11/2019,2019.78,1,Port au Prince,thousands,4,protesters,removal of politician,,,,crowd dispersal,shootings,,,,,
Haiti,2019,North America,10/13/2019,2019.78,10/13/2019,2019.78,1,Port au Prince; national,tens of thousands,5,protesters,removal of politician,,,,crowd dispersal,,,,,,
Haiti,2019,North America,10/14/2019,2019.78,10/14/2019,2019.78,1,Port au Prince; national,thousands,3,protesters,removal of politician,,,,crowd dispersal,,,,,,
Haiti,2019,North America,10/16/2019,2019.79,10/16/2019,2019.79,1,Port au Prince; national,thousands,3,protesters; mourners,removal of politician,,,,crowd dispersal,,,,,,
Haiti,2019,North America,10/20/2019,2019.8,10/20/2019,2019.8,0,Port au Prince,thousands,4,protesters,removal of politician,,,,ignore,,,,,,
Haiti,2019,North America,10/27/2019,2019.82,10/27/2019,2019.82,0,Port au Prince,several hundred,1,police officers,labor wage dispute,removal of politician,,,shootings,,,,,,
Haiti,2019,North America,10/28/2019,2019.82,10/28/2019,2019.82,0,Port au Prince,thousands,4,protesters,removal of politician,,,,ignore,,,,,,
Haiti,2020,North America,2/23/2020,2020.14,2/23/2020,2020.14,0,Port au Prince,several hundred,1,police officers,labor wage dispute,removal of politician,,,crowd dispersal,shootings,,,,,
Dominican Republic,1990,North America,7/16/1990,1990.54,7/17/1990,1990.54,1,"Santo Domingo, Santiago, Nagua and San Francisco de Macoris",100s,1,opposition dominican liberation party,"political behavior, process",,,,crowd dispersal,shootings,killings,arrests,,,
Dominican Republic,1990,North America,8/13/1990,1990.62,8/14/1990,1990.62,1,national,1000s,3,unspecified,"price increases, tax policy",,,,shootings,killings,arrests,crowd dispersal,,,
Dominican Republic,1990,North America,9/28/1990,1990.74,9/28/1990,1990.74,0,Santo Domingo,100s,1,popular organizations collective,"price increases, tax policy",,,,arrests,,,,,,
Dominican Republic,1990,North America,11/19/1990,1990.88,11/19/1990,1990.88,0,national,100s,1,labor unions and opposition groups,"price increases, tax policy",,,,arrests,,,,,,
Dominican Republic,1991,North America,4/19/1991,1991.3,4/19/1991,1991.3,0,Santo Domingo,50,0,striking doctors,"price increases, tax policy",,,,crowd dispersal,,,,,,
Dominican Republic,1991,North America,7/3/1991,1991.5,7/4/1991,1991.5,0,Santo Domingo,100s,1,popular organizations collective,"price increases, tax policy",,,,arrests,,,,,,
Dominican Republic,1991,North America,7/10/1991,1991.52,7/10/1991,1991.52,1,Santo Domingo,100s,1,workers unitary central,"price increases, tax policy",,,,arrests,killings,,,,,
Dominican Republic,1992,North America,9/20/1992,1992.72,9/20/1992,1992.72,0,Santo Domingo,50,0,human rights and labor organizations,"political behavior, process",,,,shootings,killings,,,,,
Dominican Republic,1993,North America,3/18/1993,1993.21,3/19/1993,1993.21,1,Cotui and Maimon,50,0,striking gold miners,labor wage dispute,,,,arrests,,,,,,
Dominican Republic,1994,North America,8/4/1994,1994.59,8/5/1994,1994.59,1,Santo Domingo,50,0,university students,"political behavior, process",,,,crowd dispersal,accomodation,,,,,
Dominican Republic,1994,North America,12/1/1994,1994.92,12/1/1994,1994.92,1,"La Victoria prison, north of Santo Domingo",50,0,prisoners,"political behavior, process",,,,accomodation,,,,,,
